Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Profit_per_Hectare,Revenue_per_Hectare,Cost_per_Hectare,Calculated_Production,Production_Error,Calculated_Profit,Profit_Error,Agricultural_Performance_Index
SF10970,Punjab,Raichur,Groundnut,Kharif,3.85,758.7,31.2,65.3,7.9,6.19,37.7,126.9,49.1,115.4,Flood,198.4,5.99,0.74,1.52,5.85,53387,251623,312314,60691,2608,2.243,45.5,15763.896103896104,81120.51948051948,65356.62337662338,5.852,-0.002000000000000668,60691,0,0.18927696305279074
SF10971,Andhra Pradesh,Raichur,Maize,Rabi,2.2,527.6,24.8,42.2,8.3,6.36,29.5,102.6,55.4,80.1,Flood,176.6,6.86,0.89,3.36,7.39,19463,169624,143832,-25792,1663,4.444,34.4,-11723.636363636362,65378.181818181816,77101.81818181818,7.392,-0.002000000000000668,-25792,0,0.2297770216359073
SF10972,Telangana,Indore,Pulses,Rabi,11.46,772.7,24.4,51.0,8.3,6.36,16.5,80.4,40.6,130.3,Rainfed,244.8,2.87,0.66,0.93,10.66,67473,747822,719262,-28560,2322,4.591,44.0,-2492.1465968586385,62762.82722513089,65254.97382198952,10.657800000000002,0.0021999999999984254,-28560,0,0.19549732731620392
SF10973,Punjab,Nalgonda,Rice,Kharif,9.14,832.3,28.5,69.9,7.1,6.39,35.5,105.7,62.4,110.5,Sprinkler,181.8,2.25,0.97,3.89,35.55,24444,604884,868984,264100,11184,3.179,61.7,28894.96717724289,95074.83588621444,66179.86870897155,35.5546,-0.00460000000000349,264100,0,0.15927987441602395
SF10974,Maharashtra,Rajkot,Chilli,Kharif,2.36,813.2,24.4,59.3,6.3,7.34,29.3,129.1,89.4,92.7,Drip,162.3,6.08,0.85,2.1,4.96,98107,177764,486611,308847,1129,4.393,63.5,130867.37288135594,206191.10169491527,75323.72881355933,4.9559999999999995,0.004000000000000448,308847,0,0.155386763028101
SF10975,Karnataka,Warangal,Maize,Rabi,12.21,191.7,18.1,57.5,6.3,7.21,27.0,123.8,55.3,78.2,Flood,158.2,3.36,0.92,1.48,18.07,21223,753121,383500,-369621,8262,2.187,44.0,-30271.990171990168,31408.681408681405,61680.67158067157,18.070800000000002,-0.0008000000000016882,-369621,0,0.17341881300234382
SF10976,Madhya Pradesh,Warangal,Pulses,Kharif,7.16,947.6,29.0,68.3,4.9,6.74,34.1,96.8,34.8,144.1,Flood,104.5,3.8,0.96,1.33,9.52,85813,418362,816940,398578,3402,2.798,60.3,55667.31843575419,114097.76536312849,58430.4469273743,9.5228,-0.00280000000000058,398578,0,0.1621948782875553
SF10977,Tamil Nadu,Raichur,Rice,Kharif,10.23,780.5,30.2,71.8,7.6,7.53,25.8,144.3,67.6,82.4,Sprinkler,297.0,6.13,0.77,1.67,17.08,25424,760447,434242,-326205,14147,1.207,46.9,-31887.096774193546,42447.89833822092,74334.99511241446,17.0841,-0.004100000000001103,-326205,0,0.16419508834318086
SF10978,Madhya Pradesh,Indore,Maize,Kharif,4.77,954.7,30.3,65.9,6.0,6.96,34.3,133.9,58.7,137.1,Rainfed,371.7,5.69,0.74,3.51,16.74,20539,356584,343823,-12761,1530,10.941,57.0,-2675.262054507338,72080.29350104822,74755.55555555556,16.7427,-0.002700000000000813,-12761,0,0.1838014858111308
SF10979,Andhra Pradesh,Raichur,Rice,Rabi,5.8,294.5,24.9,60.7,8.0,6.46,35.3,85.1,25.9,41.9,Rainfed,127.0,7.14,0.83,2.52,14.62,23744,320248,347137,26889,5743,2.546,37.9,4636.0344827586205,59851.206896551725,55215.17241379311,14.616,0.0039999999999995595,26889,0,0.21377042713334315
SF10980,Tamil Nadu,Nalgonda,Pulses,Rabi,2.11,781.9,26.7,54.6,9.4,5.2,14.6,85.6,86.3,94.0,Drip,155.2,7.65,0.85,0.3,0.63,66577,132622,41944,-90678,693,0.909,47.1,-42975.355450236966,19878.672985781992,62854.02843601896,0.6329999999999999,-0.0029999999999998916,-90678,0,0.1702534710935039
SF10981,Karnataka,Nashik,Rice,Kharif,13.94,582.0,31.3,63.5,5.8,7.12,23.6,99.0,75.9,129.3,Flood,164.9,3.74,0.94,1.75,24.4,21143,902372,515889,-386483,24613,0.991,63.8,-27724.74892395983,37007.81922525108,64732.56814921091,24.395,0.004999999999999005,-386483,0,0.11054838698177746
SF10982,Gujarat,Raichur,Cotton,Rabi,10.95,631.7,26.7,58.3,7.7,6.54,14.7,189.1,74.4,109.9,Sprinkler,175.2,4.72,1.0,2.47,27.05,68209,589470,1845053,1255583,7454,3.629,47.9,114665.11415525115,168497.9908675799,53832.87671232877,27.0465,0.0034999999999989484,1255583,0,0.244506943594052
SF10983,Andhra Pradesh,Erode,Wheat,Kharif,13.29,895.1,28.7,63.5,5.8,7.18,34.0,71.0,56.1,74.3,Rainfed,320.2,7.5,0.76,2.45,32.56,27946,941778,909922,-31856,3060,10.641,60.8,-2396.99021820918,68466.66666666667,70863.65688487585,32.5605,-0.000499999999995282,-31856,0,0.16802705541915233
SF10984,Punjab,Nashik,Pulses,Rabi,1.29,532.2,21.9,53.6,6.7,8.27,16.7,150.3,86.4,81.4,Sprinkler,184.3,5.36,0.87,0.3,0.39,69984,82360,27294,-55066,470,0.83,45.0,-42686.82170542636,21158.13953488372,63844.96124031008,0.387,0.0030000000000000027,-55066,0,0.17792257688358068
SF10985,Maharashtra,Indore,Groundnut,Kharif,5.98,990.7,25.7,72.2,7.5,6.34,36.3,155.4,56.2,119.8,Drip,170.5,4.63,0.72,2.08,12.44,54220,416198,674497,258299,2482,5.012,65.8,43193.8127090301,112792.14046822742,69598.32775919732,12.438400000000001,0.0015999999999980474,258299,0,0.14807083064728702
SF10986,Karnataka,Rajkot,Maize,Kharif,10.87,926.4,31.7,63.8,7.6,6.19,28.0,115.4,55.2,91.2,Flood,306.1,6.4,0.69,2.55,27.72,21343,950262,591628,-358634,8263,3.355,49.8,-32993.008279668815,54427.59889604416,87420.60717571298,27.718499999999995,0.0015000000000036096,-358634,0,0.16295854097630635
SF10987,Telangana,Erode,Rice,Rabi,7.07,332.9,21.4,49.5,7.6,7.71,21.2,89.8,68.2,59.2,Drip,204.8,3.9,0.93,0.79,5.59,24846,471010,138889,-332121,9090,0.615,50.2,-46976.096181046676,19644.837340876944,66620.93352192362,5.5853,0.004699999999999704,-332121,0,0.15005327754861078
SF10988,Andhra Pradesh,Ludhiana,Rice,Zaid,7.88,435.8,34.0,50.4,7.2,6.3,12.2,79.5,57.8,119.1,Drip,254.1,3.46,0.7,2.3,18.12,22982,459565,416434,-43131,11434,1.585,52.5,-5473.477157360406,52846.95431472081,58320.43147208122,18.124,-0.003999999999997783,-43131,0,0.16344367030006357
SF10989,Tamil Nadu,Warangal,Groundnut,Kharif,14.82,1202.2,29.9,71.0,6.7,6.29,25.3,140.7,30.8,92.9,Sprinkler,180.7,5.39,0.91,1.44,21.34,52715,1056669,1124938,68269,7848,2.719,61.6,4606.545209176788,75906.74763832659,71300.2024291498,21.340799999999998,-0.0007999999999981355,68269,0,0.14295233966666276
SF10990,Telangana,Nashik,Maize,Kharif,10.38,765.3,32.8,71.8,6.5,7.9,26.3,142.2,40.9,98.7,Drip,41.7,7.67,0.8,0.79,8.2,21782,642733,178612,-464121,5691,1.441,56.3,-44713.005780346815,17207.32177263969,61920.327552986506,8.2002,-0.00020000000000131024,-464121,0,0.12831759476292467
SF10991,Madhya Pradesh,Rajkot,Sugarcane,Rabi,13.18,449.1,22.3,68.5,7.4,6.38,28.8,119.2,59.7,83.6,Drip,159.9,3.74,0.76,53.23,701.57,3227,951640,2263966,1312326,20567,34.111,39.9,99569.49924127467,171772.83763277694,72203.33839150227,701.5713999999999,-0.001399999999875945,1312326,0,0.492115608874728
SF10992,Telangana,Ludhiana,Groundnut,Kharif,5.87,676.2,32.2,55.4,7.9,6.91,25.8,78.3,38.9,62.8,Flood,180.9,4.08,0.72,1.83,10.74,55602,424500,597165,172665,3335,3.22,50.6,29414.82112436116,101731.68654173765,72316.8654173765,10.7421,-0.002100000000000435,172665,0,0.18313067548053175
SF10993,Karnataka,Rajkot,Rice,Rabi,5.21,563.1,24.0,58.8,8.6,5.57,30.4,134.9,82.2,145.4,Drip,162.4,4.85,0.67,0.9,4.69,21630,378587,101445,-277142,7608,0.616,54.5,-53194.24184261037,19471.209213051825,72665.45105566218,4.689,0.001000000000000334,-277142,0,0.14007754273975268
SF10994,Madhya Pradesh,Indore,Rice,Rabi,4.18,568.9,22.6,61.6,6.8,6.53,20.3,74.5,89.2,111.1,Flood,147.9,9.47,0.8,3.1,12.96,24282,296644,314695,18051,8124,1.595,25.3,4318.421052631579,75285.88516746412,70967.46411483255,12.958,0.002000000000000668,18051,0,0.2493525441565606
SF10995,Tamil Nadu,Rajkot,Wheat,Rabi,0.5,300.1,22.8,53.9,7.5,7.04,22.2,118.6,55.8,131.3,Sprinkler,160.6,7.39,0.85,2.17,1.08,19410,34712,20963,-13749,223,4.843,27.1,-27498.0,41926.0,69424.0,1.085,-0.004999999999999893,-13749,0,0.25040097926218685
SF10996,Telangana,Indore,Cotton,Rabi,8.26,505.4,21.6,73.1,7.8,7.25,19.3,130.7,22.8,107.7,Sprinkler,213.5,3.11,0.84,0.9,7.43,72762,618733,540622,-78111,6522,1.139,53.0,-9456.537530266343,65450.60532687652,74907.14285714286,7.434,-0.004000000000000448,-78111,0,0.15546352331720364
SF10997,Telangana,Erode,Wheat,Kharif,10.51,1111.3,30.0,61.8,6.4,7.23,33.9,42.9,32.7,84.2,Drip,162.6,7.48,0.71,1.63,17.13,21282,651301,364561,-286740,4741,3.613,53.0,-27282.588011417698,34687.05994291151,61969.64795432921,17.1313,-0.001300000000000523,-286740,0,0.15530930701228754
SF10998,Andhra Pradesh,Rajkot,Maize,Rabi,12.6,345.5,26.5,55.0,9.0,6.11,21.6,105.4,44.5,98.2,Drip,180.5,4.36,0.94,2.2,27.72,21895,627768,606929,-20839,5441,5.095,43.7,-1653.888888888889,48168.968253968254,49822.857142857145,27.720000000000002,-3.552713678800501e-15,-20839,0,0.20147189419299294
SF10999,Karnataka,Ludhiana,Sugarcane,Rabi,10.2,668.3,23.8,50.2,6.8,7.31,28.5,100.9,78.3,126.7,Rainfed,207.1,1.87,0.98,35.16,358.63,3615,584020,1296447,712427,8400,42.694,47.0,69845.7843137255,127102.64705882354,57256.86274509804,358.63199999999995,-0.0019999999999527063,712427,0,0.42527218264761546
SF11000,Gujarat,Nashik,Maize,Zaid,4.23,224.7,28.8,46.1,9.7,6.63,12.4,100.6,53.6,99.2,Drip,248.1,5.78,0.83,3.11,13.16,21707,253813,285664,31851,2416,5.447,28.6,7529.787234042553,67532.86052009456,60003.073286052,13.1553,0.004699999999999704,31851,0,0.25227534620656966
SF11001,Telangana,Nalgonda,Rice,Kharif,8.03,741.1,30.0,77.0,6.2,6.38,34.5,177.5,37.4,92.4,Rainfed,209.3,5.09,0.75,3.74,30.03,20162,509824,605465,95641,6313,4.757,57.1,11910.460772104609,75400.37359900374,63489.91282689913,30.0322,-0.0021999999999984254,95641,0,0.1697174537492921
SF11002,Madhya Pradesh,Guntur,Maize,Kharif,13.21,929.9,26.3,73.4,5.5,5.51,31.6,99.5,77.2,117.7,Sprinkler,205.4,4.28,0.75,0.72,9.51,21208,830492,201688,-628804,8237,1.155,56.0,-47600.6056018168,15267.82740348221,62868.43300529901,9.5112,-0.001200000000000756,-628804,0,0.1204665195107712
SF11003,Madhya Pradesh,Rajkot,Groundnut,Rabi,7.86,263.0,25.9,58.9,8.3,6.63,20.5,105.1,43.7,105.3,Rainfed,217.0,8.63,0.91,1.41,11.08,59150,561552,655382,93830,2018,5.491,30.4,11937.65903307888,83381.93384223919,71444.2748091603,11.0826,-0.0025999999999992696,93830,0,0.24573610937954016
SF11004,Gujarat,Ludhiana,Pulses,Kharif,11.7,549.6,32.6,64.4,5.1,7.85,26.1,135.2,44.6,133.4,Flood,219.2,2.98,0.73,0.3,3.51,83804,819423,294152,-525271,5429,0.647,58.4,-44894.957264957266,25141.196581196582,70036.15384615384,3.51,0.0,-525271,0,0.11550759257384044
SF11005,Karnataka,Erode,Pulses,Rabi,8.64,332.1,27.1,71.0,4.4,7.38,17.0,113.3,26.6,110.3,Rainfed,138.5,5.67,0.95,0.65,5.62,68644,464977,385779,-79198,1592,3.53,51.7,-9166.435185185184,44650.34722222222,53816.7824074074,5.6160000000000005,0.0039999999999995595,-79198,0,0.16617186643591567
SF11006,Punjab,Erode,Chilli,Zaid,12.44,476.6,30.8,37.1,7.6,7.0,23.2,152.8,56.7,158.2,Sprinkler,194.1,3.29,0.88,2.13,26.5,104523,827622,2769860,1942238,8044,3.294,45.0,156128.45659163987,222657.55627009648,66529.0996784566,26.497199999999996,0.0028000000000041325,1942238,0,0.28325558116202365
SF11007,Gujarat,Raichur,Sugarcane,Rabi,11.78,575.8,27.1,52.5,5.1,6.72,15.4,117.2,25.0,124.0,Flood,196.1,3.96,1.0,71.95,847.57,3650,918631,3093630,2174999,29132,29.094,40.4,184634.8896434635,262617.14770797966,77982.25806451614,847.571,-0.0009999999999763531,2174999,0,0.5613559625953711
SF11008,Punjab,Raichur,Groundnut,Kharif,14.46,1050.6,27.1,68.8,9.4,6.27,29.5,84.0,49.8,84.2,Sprinkler,233.8,8.87,0.87,1.36,19.67,54215,980642,1066409,85767,6194,3.176,55.8,5931.327800829875,73748.89349930843,67817.56569847856,19.6656,0.004400000000000404,85767,0,0.1622866350858031
SF11009,Madhya Pradesh,Ludhiana,Wheat,Kharif,14.7,649.2,27.9,82.7,7.6,6.33,33.4,121.8,57.7,86.2,Drip,262.7,5.75,0.78,3.23,47.48,23032,1051409,1093559,42150,8019,5.921,39.7,2867.3469387755104,74391.768707483,71524.42176870749,47.480999999999995,-0.0009999999999976694,42150,0,0.22146430215098367
SF11010,Telangana,Raichur,Wheat,Kharif,9.18,726.0,30.3,54.6,8.2,7.58,28.0,110.5,45.6,83.4,Rainfed,181.2,2.19,0.94,1.21,11.11,21469,575091,238521,-336570,2688,4.133,49.6,-36663.39869281046,25982.679738562092,62646.07843137255,11.1078,0.002200000000000202,-336570,0,0.16371193536006884
SF11011,Punjab,Krishna,Groundnut,Kharif,5.04,871.2,29.0,88.4,7.8,5.94,38.9,108.5,64.9,53.9,Rainfed,139.7,5.71,1.0,0.87,4.38,53185,261906,232950,-28956,1418,3.089,50.1,-5745.238095238095,46220.23809523809,51965.47619047619,4.3848,-0.0048000000000003595,-28956,0,0.17244067567506494
SF11012,Telangana,Warangal,Maize,Kharif,6.58,1186.2,29.6,78.2,7.1,7.14,35.9,147.7,52.1,100.2,Sprinkler,234.7,3.69,0.99,2.71,17.83,19516,455271,347970,-107301,3618,4.928,68.7,-16307.142857142857,52882.97872340425,69190.12158054711,17.8318,-0.0018000000000029104,-107301,0,0.12368575738460542
SF11013,Maharashtra,Rajkot,Cotton,Rabi,11.06,500.6,20.1,57.0,6.6,6.68,22.3,107.7,42.3,78.9,Sprinkler,281.5,6.64,0.86,1.39,15.37,65519,805185,1007027,201842,9063,1.696,44.9,18249.7287522604,91051.2658227848,72801.53707052441,15.3734,-0.003400000000000958,201842,0,0.19560474214628082
SF11014,Maharashtra,Rajkot,Groundnut,Rabi,1.61,419.9,22.4,43.1,6.1,6.02,21.9,74.5,30.8,139.2,Rainfed,79.2,5.15,0.94,0.75,1.21,52204,69918,63167,-6751,481,2.516,25.5,-4193.167701863354,39234.161490683226,43427.32919254658,1.2075,0.0024999999999999467,-6751,0,0.24468223623145235
SF11015,Tamil Nadu,Ludhiana,Rice,Rabi,11.04,462.6,27.0,60.8,5.8,6.71,16.9,121.6,72.2,138.6,Sprinkler,229.8,7.0,0.73,3.76,41.51,21015,804823,872333,67510,16856,2.463,40.3,6115.036231884058,79015.67028985507,72900.63405797102,41.5104,-0.00039999999999906777,67510,0,0.21131664515715676
SF11016,Karnataka,Nalgonda,Wheat,Kharif,8.7,933.9,24.8,79.4,7.6,7.81,27.8,92.0,49.4,88.1,Flood,193.1,6.16,0.96,0.61,5.31,20651,497878,109657,-388221,5620,0.945,57.0,-44623.10344827586,12604.252873563219,57227.356321839085,5.3069999999999995,0.0030000000000001137,-388221,0,0.1277673799522665
SF11017,Punjab,Nashik,Rice,Zaid,6.79,92.0,33.9,61.3,9.4,6.61,21.6,136.3,39.9,117.8,Flood,172.5,5.18,0.65,2.28,15.48,24361,457099,377108,-79991,11653,1.328,47.4,-11780.706921944035,55538.733431516936,67319.44035346097,15.4812,-0.0011999999999989797,-79991,0,0.17606666619343045
SF11018,Andhra Pradesh,Guntur,Wheat,Kharif,12.63,993.9,28.1,64.5,6.1,7.66,37.8,95.4,70.3,96.7,Sprinkler,76.0,4.12,0.88,1.1,13.89,23013,719702,319651,-400051,7447,1.865,56.6,-31674.663499604114,25308.86777513856,56983.53127474267,13.893000000000002,-0.00300000000000189,-400051,0,0.13250626242370434
SF11019,Madhya Pradesh,Guntur,Pulses,Kharif,2.41,913.8,27.5,73.3,8.1,5.77,23.5,108.6,37.2,76.3,Rainfed,291.3,3.75,0.96,0.41,0.99,72595,150049,71869,-78180,480,2.062,51.1,-32439.834024896263,29821.16182572614,62260.99585062241,0.9881,0.0019000000000000128,-78180,0,0.16280712131182845
SF11020,Tamil Nadu,Warangal,Groundnut,Zaid,9.28,396.0,26.7,63.0,8.7,7.06,15.4,136.7,67.6,137.6,Sprinkler,120.9,5.17,0.92,1.44,13.36,58201,666324,777565,111241,4336,3.081,32.5,11987.176724137931,83789.33189655172,71802.1551724138,13.363199999999999,-0.0031999999999996476,111241,0,0.23280127217797958
SF11021,Andhra Pradesh,Krishna,Maize,Rabi,3.65,454.3,23.3,39.9,9.1,7.06,22.6,117.8,23.8,87.3,Rainfed,195.9,4.32,0.69,2.9,10.58,17636,225248,186589,-38659,1261,8.39,39.3,-10591.506849315068,51120.27397260274,61711.78082191781,10.584999999999999,-0.004999999999999005,-38659,0,0.22582275257493764
SF11022,Andhra Pradesh,Krishna,Chilli,Kharif,5.72,849.0,27.0,70.6,7.6,6.33,26.0,148.5,56.4,102.4,Rainfed,213.0,4.72,0.69,2.37,13.56,105571,413506,1431543,1018037,1658,8.179,43.8,177978.4965034965,250269.75524475524,72291.25874125875,13.5564,0.0036000000000004917,1018037,0,0.25968524810607974
SF11023,Maharashtra,Raichur,Wheat,Rabi,13.89,289.6,30.6,55.8,6.3,6.32,26.7,144.8,53.7,102.9,Flood,135.2,3.27,0.98,2.33,32.36,26353,760622,852783,92161,9311,3.475,51.2,6635.061195104391,61395.46436285097,54760.403167746575,32.3637,-0.003700000000002035,92161,0,0.17962736908319793
SF11024,Andhra Pradesh,Krishna,Groundnut,Kharif,5.98,694.3,30.3,83.8,7.1,5.97,30.4,182.1,44.5,164.6,Drip,112.7,5.7,0.82,1.22,7.3,63484,333421,463433,130012,3212,2.273,55.9,21741.13712374582,77497.15719063545,55756.02006688963,7.2956,0.004399999999999515,130012,0,0.16087074463789797
SF11025,Maharashtra,Ludhiana,Sugarcane,Kharif,14.62,772.3,28.7,53.3,6.1,7.03,28.5,115.6,62.7,84.9,Rainfed,280.7,7.41,0.9,57.3,837.73,3026,1165460,2534971,1369511,15732,53.25,37.0,93673.80300957593,173390.62927496582,79716.82626538989,837.7259999999999,0.004000000000132786,1369511,0,0.5735429427207348
SF11026,Andhra Pradesh,Erode,Maize,Kharif,12.9,974.3,28.8,77.1,7.9,7.26,41.1,171.3,69.3,102.0,Rainfed,225.5,4.17,0.68,2.9,37.41,22744,1008127,850853,-157274,3623,10.326,44.9,-12191.782945736433,65957.59689922481,78149.37984496124,37.41,0.0,-157274,0,0.20968403508861705
SF11027,Madhya Pradesh,Warangal,Wheat,Zaid,6.25,307.8,32.1,60.1,6.9,7.36,19.7,180.9,83.0,124.4,Drip,174.3,5.38,0.74,1.9,11.88,25991,431818,308773,-123045,3236,3.671,40.8,-19687.2,49403.68,69090.88,11.875,0.005000000000000782,-123045,0,0.2001399304626032
SF11028,Andhra Pradesh,Rajkot,Maize,Zaid,5.76,180.5,28.7,60.4,8.2,6.29,20.9,169.7,83.6,106.6,Flood,190.0,8.44,0.95,2.14,12.33,19670,387186,242531,-144655,4553,2.708,37.1,-25113.715277777777,42106.07638888889,67219.79166666667,12.3264,0.0036000000000004917,-144655,0,0.20772911103487154
SF11029,Maharashtra,Nalgonda,Maize,Rabi,14.75,481.4,25.7,68.7,8.0,8.34,22.1,124.6,28.1,101.6,Sprinkler,82.1,7.19,0.89,0.3,4.42,25162,877411,111216,-766195,9504,0.465,58.9,-51945.42372881356,7540.067796610169,59485.49152542373,4.425,-0.004999999999999893,-766195,0,0.10221918278074246
SF11030,Karnataka,Nalgonda,Rice,Rabi,12.58,754.4,25.7,48.2,7.4,6.33,28.0,120.0,48.0,74.6,Drip,165.2,7.42,0.82,4.02,50.57,20632,795906,1043360,247454,18237,2.773,36.5,19670.429252782193,82937.99682034976,63267.56756756757,50.5716,-0.001599999999996271,247454,0,0.23264079092869794
SF11031,Punjab,Warangal,Maize,Kharif,10.64,819.0,32.2,67.4,6.7,5.81,25.7,122.0,72.1,144.0,Rainfed,162.8,2.66,0.71,1.52,16.17,21391,649464,345892,-303572,3071,5.265,63.0,-28531.203007518794,32508.64661654135,61039.849624060145,16.172800000000002,-0.00280000000000058,-303572,0,0.12963984270705406
SF11032,Gujarat,Indore,Pulses,Rabi,10.6,308.5,20.9,65.6,6.1,6.92,27.5,162.5,56.8,104.1,Flood,206.4,6.9,0.85,0.94,9.96,84803,771530,844638,73108,4692,2.123,32.5,6896.981132075472,79682.83018867925,72785.84905660378,9.963999999999999,-0.003999999999997783,73108,0,0.22678197076583784
SF11033,Karnataka,Guntur,Groundnut,Rabi,10.58,264.5,21.1,68.3,8.2,8.25,27.4,78.6,25.1,96.8,Flood,144.5,5.35,0.7,0.3,3.17,55460,697797,175808,-521989,6176,0.513,37.6,-49337.33459357278,16617.01323251418,65954.34782608696,3.174,-0.0040000000000000036,-521989,0,0.17721857341564426
SF11034,Punjab,Krishna,Groundnut,Rabi,13.63,396.4,22.8,61.1,8.2,6.64,37.8,140.1,91.4,93.6,Rainfed,40.0,3.79,0.82,1.72,23.44,61932,800414,1451686,651272,3945,5.942,34.6,47782.24504768892,106506.67644900954,58724.43140132061,23.4436,-0.0035999999999987153,651272,0,0.26138036268765874
SF11035,Madhya Pradesh,Krishna,Maize,Kharif,14.91,813.7,29.7,66.5,7.7,6.81,28.2,125.2,49.6,72.0,Drip,149.1,0.93,0.99,4.73,70.52,20277,1043039,1429934,386895,7152,9.86,57.3,25948.692152917505,95904.35949027498,69955.66733735747,70.52430000000001,-0.0043000000000148475,386895,0,0.20115539101403457
SF11036,Maharashtra,Raichur,Pulses,Kharif,4.33,672.3,29.5,75.8,6.5,6.64,25.8,113.4,46.5,81.4,Rainfed,134.3,4.88,0.65,1.37,5.93,88317,259172,523720,264548,924,6.418,50.6,61096.535796766744,120951.5011547344,59854.96535796767,5.9321,-0.002100000000000435,264548,0,0.1963112903090663
SF11037,Punjab,Erode,Chilli,Zaid,5.41,287.8,31.7,45.7,8.9,6.63,17.4,84.0,73.8,82.8,Rainfed,122.6,2.91,0.86,1.45,7.84,92549,366661,725584,358923,1734,4.521,33.0,66344.36229205175,134119.03881700555,67774.67652495379,7.8445,-0.0045000000000001705,358923,0,0.24739737609556145
SF11038,Karnataka,Rajkot,Cotton,Zaid,4.06,80.0,30.9,49.5,9.7,6.16,18.5,137.6,49.2,89.8,Rainfed,183.1,3.66,0.94,0.6,2.44,68523,303692,167196,-136496,1519,1.606,29.6,-33619.70443349754,41181.28078817734,74800.98522167488,2.4359999999999995,0.004000000000000448,-136496,0,0.22319252930073458
SF11039,Punjab,Indore,Maize,Rabi,5.82,627.5,22.2,56.8,7.7,7.64,16.0,123.1,73.1,114.2,Flood,216.3,6.85,0.99,1.5,8.73,18681,394629,163085,-231544,4425,1.973,33.4,-39784.19243986254,28021.47766323024,67805.67010309278,8.73,0.0,-231544,0,0.21081649130478602
SF11040,Telangana,Ludhiana,Cotton,Rabi,5.26,474.4,22.8,53.2,6.6,6.14,16.1,137.5,39.4,82.9,Rainfed,197.3,3.37,0.66,0.88,4.63,66334,290949,307126,16177,1708,2.711,46.6,3075.4752851711028,58388.97338403042,55313.498098859316,4.6288,0.0011999999999998678,16177,0,0.18381152049498473
SF11041,Maharashtra,Guntur,Cotton,Rabi,7.93,712.9,23.9,53.1,6.9,7.21,20.7,124.8,39.7,122.8,Rainfed,120.0,0.5,0.81,1.43,11.34,74715,416457,847268,430811,3328,3.407,57.1,54326.73392181589,106843.37957124843,52516.64564943254,11.339899999999998,0.0001000000000015433,430811,0,0.1753904525665032
SF11042,Punjab,Guntur,Pulses,Kharif,13.66,713.0,31.0,67.8,8.1,7.47,33.2,115.2,63.7,130.7,Drip,219.1,3.59,0.84,0.74,10.11,67535,990747,682779,-307968,4882,2.071,36.4,-22545.24158125915,49983.821376281114,72529.06295754026,10.1084,0.0015999999999998238,-307968,0,0.19674476510893923
SF11043,Andhra Pradesh,Raichur,Pulses,Rabi,6.86,362.5,24.2,67.0,7.0,5.99,25.4,139.0,58.6,140.9,Rainfed,203.9,5.07,0.7,0.58,3.98,72629,482253,289063,-193190,1548,2.571,47.6,-28161.807580174926,42137.46355685131,70299.27113702624,3.9788,0.0011999999999998678,-193190,0,0.16989409820461374
SF11044,Punjab,Warangal,Chilli,Rabi,14.77,80.0,26.9,66.0,8.2,7.37,24.9,128.3,74.2,85.5,Sprinkler,187.4,5.83,0.98,1.42,20.97,101778,1122583,2134285,1011702,8858,2.367,40.1,68497.08869329722,144501.35409614083,76004.26540284361,20.973399999999998,-0.0033999999999991815,1011702,0,0.2498279524747801
SF11045,Karnataka,Erode,Pulses,Kharif,4.3,823.0,29.9,58.7,7.0,7.46,24.9,86.0,77.9,86.3,Flood,153.6,4.67,0.87,0.65,2.8,74864,309715,209619,-100096,1836,1.525,53.2,-23278.13953488372,48748.604651162794,72026.74418604652,2.795,0.004999999999999893,-100096,0,0.154436410760564
SF11046,Tamil Nadu,Indore,Pulses,Rabi,6.46,443.9,23.1,64.1,7.3,7.3,24.6,142.1,54.2,120.2,Sprinkler,86.0,8.43,0.65,0.9,5.81,55949,411731,325064,-86667,2119,2.742,36.5,-13415.94427244582,50319.50464396285,63735.44891640867,5.814,-0.004000000000000448,-86667,0,0.20926091500075295
SF11047,Telangana,Rajkot,Pulses,Zaid,2.6,253.7,27.9,58.4,8.5,6.22,21.3,92.1,57.4,83.1,Sprinkler,163.4,3.49,0.82,0.82,2.13,68754,175314,146446,-28868,964,2.21,42.1,-11103.076923076922,56325.38461538462,67428.46153846153,2.132,-0.002000000000000224,-28868,0,0.19340066189377697
SF11048,Karnataka,Raichur,Rice,Kharif,1.33,857.9,27.7,62.2,7.2,6.72,38.8,55.6,50.1,96.2,Rainfed,92.8,4.18,0.93,3.76,5.0,26665,62938,133325,70387,1075,4.651,51.0,52922.55639097744,100244.36090225563,47321.80451127819,5.0008,-0.0007999999999999119,70387,0,0.18643377558053215
